胶原蛋白软胶囊(奈世康)买二赠一	￥0.01
宫血停颗粒 步长	￥52.00
珍琦医用纸尿裤	￥52.00
核桃肉	￥52.00
阳春胶囊	￥52.00
盐酸米诺环素胶囊(美满霉素)	￥52.00
回生口服液	￥52.00
阿立哌唑口腔崩解片(博思清)	￥52.00
同仁堂当归片(精装)	￥52.00
补血；活血；调经止痛 当归头片(康美）花茶	￥52.00
兰索拉唑片	￥52.00
阿法骨化醇软胶囊(法能)	￥52.00
气血康胶囊	￥52.00
 乳腺增生 桂枝茯苓胶囊	￥52.50
吸入用异丙托溴铵溶液(爱全乐)	￥52.50
上下呼吸道感染 江苏恒瑞医药 克拉霉素缓释片	￥52.60
炔雌醇环丙孕酮片 达英	￥52.60
骨康胶囊	￥52.70
利培酮片(维思通)	￥52.80
阿维A胶囊(方希)	￥52.80
复方酮康唑发用洗剂(康王)	￥52.80
养阴润燥 生津止渴 康美 玉竹（花茶）	￥53.00
太子参(晟海祥)	￥53.00
玉竹(康美)	￥53.00
三七通舒胶囊	￥53.50
来氟米特片(爱若华)	￥53.50
常规型(优泌林)重组人胰岛素注射液	￥53.50
免疫刺激剂-匹多莫德口服液	￥53.90
药艾条	￥54.00
12XY美沙拉嗪缓释颗粒(艾迪莎)	￥54.00
溃疡性结肠炎 法国爱的发制药 美沙拉嗪缓释颗粒(艾迪莎)	￥54.00
清喉利咽颗粒(慢严舒宁)	￥54.00
硝呋太尔片 抗真菌 快合	￥54.20
胃溃疡-雷贝拉唑钠肠溶胶囊	￥54.50
双歧杆菌四联活菌片(思连康)	￥55.00
枸橼酸西地那非片(万菲乐)	￥55.00
小葵花退热贴  3月选品活动	￥55.00
石斛	￥55.00
拐杖	￥55.00
甲磺酸二氢麦角碱缓释片(依舒佳林)	￥55.00
养阴口香合剂	￥55.00
复方碳酸钙泡腾颗粒(盖笛欣)	￥55.00
同仁堂天麻片(精装)	￥55.00
西红花(彭祖)	￥55.00
前列金丹胶囊(仁和)	￥56.00
虎标肩颈霜	￥56.00
槐花蜂蜜	￥56.00
紫云英蜂蜜	￥56.00
乌圆补血口服液	￥56.00
山药(易拉罐)(康美药业)	￥56.00
型家庭保健药箱(鱼跃)	￥56.00
阿胶当归口服液	￥56.00
猴枣牛黄散	￥56.00
抑郁 丹麦灵北制药 氟哌噻吨美利曲辛片(黛力新)	￥56.50
头孢地尼胶囊(世扶尼)	￥56.50
异丙托溴铵气雾剂(爱全乐)	￥56.50
碳酸钙D3片(朗迪)	￥56.60
安坤片 步长	￥57.00
盐酸特比奈芬片	￥57.00
阿达帕林凝胶(达芙文)	￥57.00
左氧氟沙星片(可乐必妥)	￥57.40
测量血糖 长沙 三诺安稳血糖仪1台加血糖测试条1盒	￥58.00
氯沙坦钾氢氧噻嗪片(奈迪亚)	￥58.00
羚珠散	￥58.00
阿托伐他汀钙片(优力平)	￥58.00
玉枢散	￥58.00
维生素C咀嚼片	￥58.00
珍琦医用纸尿裤	￥58.00
乳酸亚铁片(丹珠)	￥58.00
大枣	￥58.00
医用冷敷眼罩（明药堂）	￥58.00
还少丹(桐君阁)	￥58.00
拐杖	￥58.00
胖大海(晟海祥)	￥58.00
保狮洁倍纯脱毛膏	￥58.00
驴胶补血颗粒	￥58.00
骏枣(先声再康)	￥58.00
温肾固精 锁阳固精丸	￥58.00
补钙 湖北 补钙颗粒(康普力星)	￥58.00
红草止鼾胶囊(云南康恩贝)	￥58.00
抗疲劳提高免疫力 四川 三勒浆抗疲劳液(浓缩液)	￥58.00
吲哚美辛凝胶(万特力)	￥58.00
糠酸莫米松鼻喷雾剂(内舒拿)	￥58.20
颈痛颗粒	￥58.60
夏荔芪胶囊	￥59.00
家用便携式护理包(安特卫)	￥59.00
乐力多种矿物质维生素D胶囊	￥59.00
日盛牌叶酸铁咀嚼片(利贝乐)	￥59.00
紧急避孕药 左炔诺孕酮片(保仕婷)	￥59.00
杜蕾斯避孕套(螺纹装)	￥59.00
卡左双多巴控释片(息宁)	￥59.00
补充B族 威海 B族维生素片(麦金利)	￥59.00
(诺和灵)精蛋白生物合成人胰岛素注射液 常州市外不销售	￥59.00
(诺和灵)精蛋白生物合成人胰岛素注射液 常州市外不销售	￥59.00
杜蕾斯避孕套(超薄装)	￥59.00
杜蕾斯避孕套(凸点螺纹装)	￥59.00
杜蕾斯避孕套(情趣组合装)	￥59.00
杜蕾斯避孕套(双保险装)	￥59.00
维生素C泡腾片橙味(力度伸)	￥59.00
盐酸帕罗西汀片(舒坦罗)	￥59.50
补充维生素 维生素C泡腾片(鲜橙口味)  	￥59.60
骨化三醇软胶囊(罗盖全)	￥59.80
气血和胶囊(摩美得)	￥59.80
拔罐 北京康达五洲医疗器械中心 北京康祝拔罐器	￥60.00
枣花蜂蜜	￥60.00
拐杖(小)(鱼跃)	￥60.00
风湿、中暑、肌肉酸痛 北京康祝拔罐器	￥60.00
十二指肠溃疡 胃溃疡 江苏豪森药 雷贝拉唑钠肠溶片	￥60.00
拐杖(中)(鱼跃)	￥60.00
(诺和灵)精蛋白生物合成人胰岛素注射液 常州市外不销售	￥60.50
(诺和灵)精蛋白生物合成人胰岛素注射液 常州市外不销售	￥60.50
糖尿病  (诺和灵)生物合成人胰岛素注射液 常州市外不销售	￥60.50
(诺和灵)精蛋白生物合成人胰岛素注射液 常州市外不销售	￥60.50
布地奈德鼻喷雾剂(雷诺考特)	￥60.80
缬沙坦氨氯地平片(I)(倍博特)	￥60.90
加巴喷丁胶囊(迭力)	￥61.30
增强免疫力 江西益佰生物药业 国林牌枸杞蜂蜜（原料选用野菊花蜂蜜）	￥61.80
调节血脂、胆固醇 阿斯利康 瑞舒伐他汀钙片(可定)	￥62.00
复方皂矾丸	￥62.00
百宝丹胶囊(昆中)	￥62.00
配合饮食控制治疗2型糖尿病 拜耳医药 阿卡波糖片 拜唐苹	￥62.00
平消胶囊	￥62.00
多维元素片(善存)	￥62.00
黄芪(康美)	￥62.00
富马酸喹硫平片(启维)	￥62.40
西洛他唑片(培达)	￥62.50
高血糖的2型糖尿病 (诺和龙)瑞格列奈片	￥62.50
治疗高胆固醇血症和混合型高脂血症 辉瑞制药 阿托伐他汀钙片(立普妥)	￥62.50
盐酸氨基葡萄糖胶囊(葡立)	￥62.50
尿毒清颗粒(无糖)	￥62.90
前列腺 炎症  杭州默沙 非那雄胺片	￥63.00
盐酸帕罗西汀片(乐友)	￥63.80
盐酸坦索罗辛缓释胶囊(哈乐)	￥64.00
糖尿病-格列齐特片	￥64.50
提高免疫力 南昌健民 珍迪杞苓枣氨基酸口服液	￥65.00
佳禾颈椎牵引器	￥65.00
圣贝特洋槐蜂蜜(礼盒)	￥65.00
杜蕾斯避孕套(凸点螺纹热感装)	￥65.00
盐酸曲唑酮片(美抒玉)	￥65.00
杜蕾斯避孕套(热感超薄装)	￥65.00
杜蕾斯避孕套(凸点螺纹凉感装)	￥65.00
仙灵骨葆片(同济堂)	￥65.00
生力胶囊	￥65.00
盐酸氟西汀胶囊(百优解)	￥65.30
阿奇霉素胶囊(舒美特)	￥65.40
适用于2型糖尿病患者 意大利 磷酸西格列汀片（捷诺维）	￥65.50
盐酸氨基葡萄糖胶囊(奥泰灵)	￥65.50
蚕蛾公补片  肾阳虚损阳萎早泄宫冷不孕	￥66.00
百合(康美)	￥66.00
 糖尿病 成都 盐酸吡格列酮片(瑞彤)	￥66.50
醋酸钙胶囊(昆明邦宇)	￥66.70
海昆肾喜胶囊	￥66.90
肠内营养粉剂(TP)(安素)	￥67.00
格列喹酮片(糖适平)	￥67.00
格列美脲片(亚莫利)	￥67.70
免疫球蛋白(抗体)抗菌液蓝佳芝宝	￥68.00
宫瘤消胶囊 步长	￥68.00
车之爽植物净味大师	￥68.00
六神丸(天然麝香)	￥68.00
驱毒养颜口服液	￥68.00
氨基酸口服液	￥68.00
去氧孕烯炔雌醇片（欣妈富隆）	￥68.00
皇后牌片仔癀珍珠膏	￥68.00
骏枣(先声再康)	￥68.00
治疗灰指甲 保狮洁金靓甲	￥68.00
乳钙胶丸(康儿健)	￥68.00
保狮洁亲豆(水剂)	￥68.00
雷贝拉唑钠肠溶胶囊(雨田青)	￥68.00
滋阴润燥  气血康口服液	￥68.00
静心口服液	￥68.00
活血消痛酊	￥68.00
善存银片	￥68.00
肾宝合剂(汇仁)	￥68.00
儿童补钙 湖南 康琪益佰牌液体钙软胶囊（利贝乐）	￥69.00
补钙 江西康宝医药 东方同康宝牌钙咀嚼片（利贝乐）	￥69.00
阿仑磷酸钠片(福善美)	￥69.00
甲磺酸多沙唑嗪缓释片(可多华)	￥69.00
男性抑菌洗液(安特卫)	￥69.00
补充维生素AD 英莱克牌维生素AD软胶囊（利贝乐）	￥69.00
吲哚美辛搽剂(万特力)	￥69.00
吲哚美辛贴片(万特力)	￥69.00
安立泽	￥69.50
马来酸罗格列酮片(文迪雅)	￥69.50
润肠通便 碧生源常润茶 	￥69.80
润肠通便 北京 碧生源常润茶	￥69.80
减肥 北京 碧生源减肥茶	￥69.80
碳酸钙D3咀嚼片(凯思立)	￥69.90
避孕套（至尊超薄装） 杜蕾斯	￥69.90
杜蕾斯避孕套（魔法装情趣系列）	￥69.90
阿奇霉素片(希舒美)	￥69.90
盐酸多萘哌齐片(诗乐普)	￥70.00
补钙 VD钙软胶囊（麦金利）	￥70.00
补钙 VD钙软胶囊	￥70.00
大枣	￥70.00
拐杖(大)(鱼跃)	￥70.00
散装鹿茸粉片	￥70.00
西洋参(晟海祥)	￥70.00
消渴灵片	￥71.20
全胚芽燕麦浆	￥72.00
瑞格列奈片	￥72.00
全棉护膝(方祥)	￥72.00
高血糖 (诺和龙)瑞格列奈片	￥72.00
海狗丸(京果)	￥72.00
缬沙坦胶囊	￥72.00
丹鳖胶囊 广州白云山潘高寿药业股份有限公司	￥72.40
盐酸特拉唑嗪片(高特灵)	￥73.30
盐酸吡格列酮片(安可妥)	￥73.50
扶正化瘀胶囊	￥73.90
奥沙拉秦钠胶囊(帕斯坦)	￥74.80
杜蕾斯避孕套（至尊超薄倍滑装）	￥74.90
避孕套（至尊超薄酷爽装） 杜蕾斯	￥74.90
血糖测试 C天津九安医疗电子股份有限公司 九安血糖试纸	￥75.00
百合康牌维生素AD软胶囊(麦金利)	￥75.00
阿昔莫司胶囊(益平)	￥75.00
欧姆龙血糖试纸	￥75.00
避孕套（白金超薄） 冈本OK	￥75.00
硫酸氢氯吡格雷片(帅泰)	￥75.00
胆通胶囊(爱活)	￥75.00
龙眼肉(康美）花茶	￥75.00
通心络胶囊(以岭)	￥75.00
丙酸氟替卡松吸入气雾剂(辅舒酮)	￥75.00
双环醇片(百赛诺)	￥75.00
丙酸氟替卡松鼻喷雾剂(辅舒良)	￥75.00
六味地黄胶囊(泰华堂)	￥75.00
盐酸莫西沙星片(拜复乐)	￥75.70
纽邦鱼油软胶囊	￥76.00
佳禾疝气治疗带(可调性)	￥76.00
佳禾疝气治疗带(可调性)	￥76.00
长春宝口服液	￥76.00
治疗全身性癫痫 杭州 丙戊酸钠缓释片(德巴金)	￥76.00
神经系统功能障碍症  深圳信立泰药业 硫酸氢氯吡格雷片	￥76.80
精乌胶囊(盛世龙方)	￥77.30
腰围固定带(怡得)	￥78.00
疝气治疗带(怡得)	￥78.00
疝气治疗带(怡得)	￥78.00
纽斯康牌鱼油软胶囊	￥78.00
全元康冲剂	￥78.00
大枣	￥78.00
纽邦维D钙软胶囊	￥78.00
纽邦银杏磷脂软胶囊	￥78.00
即溶普洱茶珍(清香)	￥78.00
澳天力牌减肥茶	￥78.00
木耳(彭祖)	￥78.00
抗疲劳 金水宝金胶囊(金水宝牌)	￥78.00
同仁堂胖大海(精装)	￥78.00
骏枣(先声再康)	￥78.00
补钙 金奥力牌维钙软胶囊(奈世康)	￥78.00
海王银杏叶片  活血化瘀通脉疏络	￥78.00
需补锌者 康普力星补锌咀嚼片(安琪纽特)	￥78.00
补锌增加免疫力 康普力星补锌颗粒(安琪纽特)新包装	￥78.00
增加免疫力 广东 鳕鱼肝油软胶囊（维妥立）	￥78.00
补锌 湖北 康普力星补锌胶囊(安琪纽特)	￥78.00
避孕套（贴身超薄） 冈本OK	￥78.00
埃索美拉唑镁肠溶片(耐信)	￥78.00
枸地氯雷他定片(贝雪)	￥78.00
枣(选)	￥78.00
防止牙床出血 艾兰得牌维生素C含片(桔子味)(奈世康)	￥78.00
布林佐胺滴眼液(派立明)	￥78.50
排毒养颜胶囊(盘龙云海)	￥78.50
复方水杨酸甲酯薄荷醇贴剂(撒隆巴斯爱)	￥78.80
抗疲劳 上海 华佗十全酒 新春特价  常州市外不销售	￥79.00
血糖测试条(艾科乐易捷)	￥79.00
安特卫强效护膝	￥79.00
安特卫疝气托	￥79.00
减肥 郑州博凯医药 秀妹尔牌减肥泡腾片（纽徕佛）	￥79.00
(诺和灵)精蛋白生物合成人胰岛素注射液 常州市外不销售	￥79.00
补钙 深圳 纽徕佛牌乳矿物盐压片糖果	￥79.00
杜蕾斯避孕套(超薄装)	￥79.00
米氮平片	￥79.10
杜蕾斯避孕套（魔法装超薄系列）	￥79.90
滋养胃阴 生津止渴 兼能清胃热 枫斗	￥80.00
手杖(鱼跃)	￥80.00
用于治疗癣类 乐泰药业 复方聚维酮碘搽剂	￥80.00
糖尿病 门冬胰岛素30注射液(诺和锐30笔芯)	￥80.00
驴胶补血颗粒	￥80.00
噻托溴铵粉雾剂(天晴速乐)	￥81.00
帕金森上海罗氏 多巴丝肼片	￥81.50
盐酸舍曲林片(左洛复)	￥81.70
复方鳖甲软肝片	￥82.00
丙戊酸钠糖浆剂(德巴金)	￥83.20
香菇(彭祖)	￥84.00
托吡酯片(妥泰)	￥84.00
赖脯胰岛素注射液(笔芯)优泌乐  仅限自提，不提供送货上门	￥84.50
测定人体血压 上海医疗器械股份有限公司 台式血压计(玉兔)	￥85.00
保健型护腰(方祥)	￥85.00
手杖(鱼跃)	￥85.00
红参(晟海祥)	￥85.00
糖尿病  门冬胰岛素注射液(诺和锐)  仅限自提，不提供送货上门	￥85.00
保狮洁疤可迪凝胶	￥85.00
吡贝地尔缓释片(泰舒达)	￥85.00
培哚普利吲达帕胺片(百普乐)	￥85.00
蜂蜜	￥85.00
生晒参片(晟海祥)	￥85.00
精蛋白锌重组赖脯胰岛素混合注射液(优泌乐50R)  常州市外不销售	￥85.20
(优泌乐)精蛋白锌重组赖脯胰岛素混和注射液(25R)   常州市外不销售	￥85.20
炮山甲	￥85.31
来氟米特片(爱若华)	￥85.40
大补元气 复脉固脱 人参（晟海祥）	￥86.00
康麦斯牌维生素C片 640mg/片*60片/瓶 补充维生素C  五折	￥86.00
颈椎牵引器(鱼跃)	￥86.00
葡萄糖酸钙维D2咀嚼片	￥87.00
手杖(鱼跃)	￥87.00
大补元气 益气摄血 体虚欲脱 肢冷脉微 气不摄血 崩漏下血（晟海祥） 红参片	￥88.00
辅助行走 上海方太医疗器械有限公司 拐杖	￥88.00
骨骼风痛片	￥88.00
柠檬酸钙软胶囊(轩怡牌)	￥88.00
阿胶益寿口服液(仁和中方)	￥88.00
乳钙宝软胶囊	￥88.00
沙利度胺片(反应停)	￥88.00
欧姆龙血糖试纸	￥88.00
润肠通便 纽徕佛芦荟软胶囊(金奥力牌)	￥88.00
美容养颜 抗氧化 纽徕佛天然维生素E	￥88.00
美容养颜 抗氧化 纽徕佛天然维生素E	￥88.00
补钙 深圳 纽徕佛牌维生素DE钙软胶囊	￥88.00
补充多种B族维生素 维妥立牌B族维生素片（安琪纽特）	￥88.00
增强免疫力 汤臣倍健钙铁锌咀嚼片	￥88.00
改善营养性贫血 顺德康富来 血尔(礼)	￥88.00
硫酸氨基葡萄糖胶囊	￥88.60
保肝护肝 深圳 海王牌金樽片（海王金樽）	￥89.00
枸橼酸西地那非片(金戈)	￥89.00
颈椎牵引器(安特卫)	￥89.00
金糖宁胶囊(片仔癀)	￥89.00
安特卫颈椎牵引器	￥89.00
金刚片	￥89.00
排卵测试笔（可丽蓝）	￥89.00
增加预防所需的维生素 拜耳 复合维生素片(爱乐维)	￥89.80
铝合金四脚手杖	￥90.00
艾兰得牌维生素C维生素D加钙咀嚼片（儿童型）（麦金利）	￥90.00
百合康牌大豆卵磷脂软胶囊(麦金利)	￥90.00
阿德福韦酯片	￥90.00
调节免疫力 鹿龟洋参补酒(养生三宝)   华信    常州市外不销售	￥90.00
米氮平片(米尔宁)	￥90.50
百合康牌鱼油软胶囊(麦金利)	￥91.00
阿德福韦酯片	￥92.00
吸入用布地奈德混悬液(普米克令舒)	￥92.00
迈之灵片	￥93.00
银杏酮酯分散片 （银欣可）	￥94.00
碳酸钙维D3元素片(金钙尔奇D)	￥94.10
同仁堂石斛(精装)	￥95.00
带凳拐杖	￥95.00
野生天麻(晟海祥)	￥95.00
温肾阳 鹿茸片（晟海祥）	￥96.00
补钙者 金斯利安多维片(创维)	￥96.00
佳禾医用固定带系列腰围	￥96.00
门冬胰岛素注射液(诺和锐)  仅限自提，不提供送货上门	￥96.00
(30特充诺和锐)门冬胰岛素30注射液 常州市外不销售	￥96.00
增强和调节人体免疫功能、康美药业股份 虫草花  雾霾活动	￥98.00
头目眩晕之 天麻粉(御顺堂)花茶	￥98.00
养阴生津 润肺清心 康美药业 麦冬花茶	￥98.00
补锌补铁软胶囊（生命力）	￥98.00
消癥丸	￥98.00
腰围固定带(怡得)	￥98.00
纽斯康牌褪黑素片	￥98.00
大枣	￥98.00
新型多用听诊器(鱼跃)	￥98.00
汤臣倍健螺旋澡片	￥98.00
辅助降血压 纽徕佛天然卵磷脂	￥98.00
10X纽徕佛牌维生素DE钙软胶囊	￥98.00
增强免疫 健脑益智，预防老年痴呆 汤臣倍健大豆磷脂软胶囊	￥98.00
10X纽徕佛牌维生素DE钙软胶囊	￥98.00
提高免疫力 S倍健螺旋澡片(专柜) 限购	￥98.00
仙茸壮阳口服液	￥98.00
S祛黄无暇润白洁面乳（片仔癀）	￥98.00
太子金颗粒	￥98.00
深度清洗鼻腔 鼻窦 便利舒适 不呛水 快速洗掉粉尘 美国泰克沃德股份 鼻腔清洗器 鼻可乐	￥98.00
增强抵抗力 金奥力牌维生素C片(纽徕佛)	￥98.00
增乳膏 片仔癀	￥98.00
增加免疫力 金奥力牌三达紫光螺旋藻片（纽徕佛）	￥98.00
改善睡眠 广东 汤臣倍健褪黑素片	￥98.00
高负压真空拔罐(华佗牌)	￥98.00
颈椎牵引器(鱼跃)	￥98.00
手杖(鱼跃)	￥98.00
预防骨质疏松 倍健液体钙软胶囊(专柜)	￥98.00
补充钙和镁 广东 倍健钙镁片	￥98.00
补充钙镁增强免疫力 倍健生物工程 S倍健钙镁片(专柜)	￥98.00
十全大补酒 常州市外不销售	￥98.00
调节免疫功能，预防多种疾病 汤臣倍健维生素A维生素D软胶囊(儿童型)	￥98.00
龟鹿补肾片	￥98.00
麦冬(康美)	￥98.00
提高免疫力 纽徕佛钙铁锌软胶囊(桑美尼牌)	￥98.00
增强记忆力 软化血管 纽徕佛深海鱼油	￥98.00
调节血脂 改善记忆 深圳 纽徕佛天然卵磷脂	￥98.00
清痘洁肤乳   片仔癀	￥98.00
省花费 省时间 省采血量 欧姆龙血糖仪	￥99.00
安特卫强效护腰	￥99.00
安特卫强效护腰	￥99.00
安特卫疝气托	￥99.00
减肥 威海紫光生物科技 金奥力牌绿茶肉碱胶囊（奈世康）（减肥瘦身）	￥99.00
西洋参片	￥99.00
拐杖	￥99.00
安特卫阿是拔罐器	￥99.00
安特卫强效护腰	￥99.00
避孕套（透明质酸） 冈本	￥99.00
多维元素片(金施尔康)	￥99.00
碳酸钙D3咀嚼片(钙尔奇D)(300)	￥99.00
避孕套(至尊超薄装) 杜蕾斯	￥99.90
枸橼酸西地那非片(万菲乐)	￥100.00
盐酸帕罗西汀片(赛乐特)	￥100.00
佳禾颈椎牵引器	￥100.00
佳禾医用固定带系列腰围(全弹透气)	￥100.00
补中益气，健脾益肺 党参(康美）花茶	￥100.00
龙血竭	￥100.00
补充营养 黄金搭档(中老年)(礼)  新春特价	￥102.00
多维元素片(善存)	￥102.00
雷贝拉唑钠肠溶片(波利特)	￥104.00
甲磺酸溴隐亭片 佰莫亭 脑炎	￥104.00
抗疲劳调节免疫力 海南 椰岛鹿龟酒（礼盒装） 新春特价  常州市外不销售	￥105.00
西洋参片(沪春堂)	￥105.00
金钱白花蛇	￥105.00
盐酸特比萘芬片(兰美抒)	￥105.50
红参(晟海祥)	￥106.00
抗疲劳缓解失眠 无锡 瑞年氨基酸片	￥107.00
改善睡眠 广州 康力士牌褪黑素片	￥108.00
11X维生素C加E咀嚼片（生命力）	￥108.00
纽邦天然维生素E软胶囊	￥108.00
纽邦多种维生素咀嚼片	￥108.00
纽邦大蒜油软胶囊	￥108.00
纽邦康普力星钙镁片	￥108.00
纽邦蜂胶软胶囊	￥108.00
纽邦维生素C加E软胶囊	￥108.00
鳕鱼肝油软胶囊	￥108.00
增加免疫力 金奥力牌三达紫光螺旋藻片（纽徕佛）	￥108.00
调节血脂 广州 康力士牌三文鱼油维生素E软胶囊	￥108.00
鹿茸片(晟海祥)	￥108.00
改善营养性贫血、免疫调节 幸福来黄芪阿胶口服液	￥108.00
美容养颜 荣成百合生物 纽徕佛胶原蛋白大豆提取物软胶囊(百合康牌)	￥108.00
改善皮肤水份 百合康牌胶原蛋白大豆提取物软胶囊	￥108.00
提高免疫力 改善睡眠 无锡 瑞年氨基酸片(礼)	￥108.00
增强免疫力 广州 汤臣倍健牛初乳加钙咀嚼片	￥108.00
康祝拔罐器	￥108.00
盐酸氨基葡萄糖片	￥108.00
钙咀嚼片（巧克力味）（健力多）	￥109.00
百合康牌蒜油软胶囊(麦金利)	￥109.00
杀菌 改善糖尿病并发症 百合康牌蒜油软胶囊(自在)	￥109.00
杜蕾斯避孕套（至尊超薄倍滑装）	￥109.00
避孕套（至尊超薄酷爽装） 杜蕾斯	￥109.00
补锌 安琪酵母 康普力星补锌咀嚼片	￥109.00
拉莫三嗪片(利必通)	￥110.00
善存银片	￥110.00
免疫调节 南京 老山峰皇浆冻干粉	￥112.00
地屈孕酮片 达芙通 月经不调	￥113.90
石斛	￥115.00
石斛3g	￥115.00
阿德福韦酯片(丁贺)	￥115.00
改善睡眠 威海 金奥力牌褪黑素胶囊(奈世康)	￥116.00
藏红花(晟海祥)	￥116.00
康麦斯牌维生素A软胶囊   补充维生素A  五折	￥116.00
复方鲜石斛颗粒	￥118.00
腰围固定带腰椎挺(怡得)	￥118.00
纽斯康牌钙镁片	￥118.00
增强抵抗力 金奥力牌维生素C片(纽徕佛)	￥118.00
补充多种维生素 汤臣倍健多种维生素咀嚼片（儿童型）	￥118.00
西洋参片(瓶)	￥118.00
生命力牌维生素C咀嚼片	￥118.00
10XK3纽徕佛牌维生素E软胶囊	￥118.00
经立通腰椎固定带	￥118.00
调节血糖血脂 安徽 雪源康口服液(新)   华信    常州市外不销售	￥118.00
增加免疫力 广东 汤臣倍健维生素C片	￥118.00
抗氧化 祛斑 广东 汤臣倍健天然维生素E软胶囊	￥118.00
汤臣倍健多种维生素咀嚼片(青少年型)	￥118.00
超薄透气型束腰带(方祥)	￥118.00
颈椎牵引康复治疗器	￥118.00
补肾益寿胶囊	￥118.00
华佗十全酒  新春特价 常州市外不销售	￥119.00
氨糖软骨素钙片(健力多)	￥119.00
纽斯康牌氨基酸片	￥119.00
氟他胺片	￥119.00
增强免疫 安琪酵母 康普力星钙镁片	￥119.00
补锌 安琪酵母 康普力星补锌胶囊	￥119.00
预防动脉粥样硬化血栓-硫酸氢氯吡格雷片	￥119.00
埃索美拉唑镁肠溶片(耐信)	￥119.00
增强免疫力 抗病毒 黑蚂蚁	￥120.00
纯三七粉(沪春堂)	￥120.00
补钙 威海麦金利 VD钙软胶囊	￥120.00
三七(彭祖)	￥120.00
米氮平片(瑞美隆)	￥120.00
海马	￥120.00
奥拉西坦胶囊(欧来宁)	￥120.00
海马补肾丸(长城牌)	￥120.00
糠酸莫米松鼻喷雾剂	￥121.50
卵磷脂络合碘片(沃丽汀)	￥121.50
伊曲康唑胶囊(斯皮仁诺胶囊)	￥125.00
腰椎固定带(方祥)	￥125.00
三诺安稳免调码血糖测试纸	￥125.00
三诺安稳血糖测试条	￥125.00
脾氨肽口服冻干粉(复可托)	￥125.00
生力胶囊(礼)	￥126.00
复方卡力孜然酊(维阿露)	￥126.00
钙铁锌硒片(咀嚼)(麦金利)	￥126.00
三七(晟海祥)	￥126.00
康麦斯牌维生素C片 640mg/片*100片/瓶 补充维生素C	￥126.00
佳禾颈椎牵引器	￥126.00
降低胆固醇、血脂、杀菌 美国 蒜油胶囊（康麦斯）  五折	￥126.00
江苏鱼跃医疗设备股份有限公司	￥126.00
测量血压 江苏鱼跃 台式血压计	￥126.00
西洋参片(晟海祥)	￥126.00
瘦身减肥 广州万康 M奥露娜左旋肉碱银杏胶囊	￥128.00
补充维生素E，维生素C 维生素EC含片(奈世康)	￥128.00
儿童提供免疫力 海南 成长快乐牌多种维生素加钙咀嚼片	￥128.00
11X补充钙镁锌咀嚼片（生命力）	￥128.00
纽邦氨基酸锌咀嚼片	￥128.00
抗氧化、祛黄褐斑 来益牌天然维生素E软胶囊	￥128.00
汤臣倍健多种维生素矿物质片(女士型)	￥128.00
纽斯康牌天然β胡萝卜素软胶囊	￥128.00
纽斯康牌珍珠葡萄籽软胶囊	￥128.00
倍健果蔬纤维片	￥128.00
补充多种维生素 深圳 纽徕佛多种维生素	￥128.00
01XK3生命力牌钙咀嚼片	￥128.00
恩替卡韦胶囊(甘泽)  3月选品活动	￥128.00
润肠通便 威海 B金奥力牌芦荟软胶囊(奈世康)	￥128.00
11X绿森林牌芦荟软胶囊	￥128.00
西洋参(晟海祥)	￥128.00
西洋参片	￥128.00
汤臣倍健鱼油软胶囊	￥128.00
增强免疫力 广东汤臣倍健生物科技 汤臣倍健大蒜精油软胶囊	￥128.00
补充多种维生素 深圳 纽徕佛多种维生素	￥128.00
复方多维元素片(玛特纳)	￥128.00
补充多种维生素 纽徕佛B族维生素片(金奥力牌)	￥128.00
治疗阴茎勃起功能障碍 美国辉瑞制药 枸橼酸西地那非片	￥128.00
改善营养性贫血 顺德康富来 血尔(简盒)	￥128.00
儿童钙补充 金奥力牌维钙软胶囊(奈世康)	￥128.00
补充多种维生素及矿物质 广州 汤臣倍健多种维生素片(男士)	￥128.00
汤臣倍健维生素C加天然维生素E咀嚼片	￥128.00
奥氮平片(欧兰宁)	￥128.00
补肾益精  复方虫草补肾口服液  五折	￥128.00
西洋参(小方盒)(同仁堂)	￥128.00
西洋参(圆桶)(同仁堂)	￥128.00
补充维生素E，维生素C 维生素EC含片(奈世康)	￥128.00
来曲唑片(芙瑞)	￥129.60
免疫调节 富硒康口服液  华信 常州市外不销售	￥132.00
护单肩(康祝)	￥133.00
槐耳颗粒(金克)	￥134.00
抗氧化 天然维生素E软胶囊（益普利生牌）	￥136.00
康麦斯牌宝宝健口嚼片) (营养素补充剂)  五折	￥136.00
增强免疫力 辅酶Q10软胶囊（好心人牌）	￥138.00
纽斯康牌多种维生素矿物质片(成人型)	￥138.00
纽邦酵母维生素B族片	￥138.00
VD钙礼盒(麦金利)	￥138.00
维生素E软胶囊(天然型)	￥138.00
宠派卫生巾	￥138.00
他达拉非片(希爱力)	￥138.00
抗氧化 淡化雀斑 威海 纽徕佛葡萄籽维E软胶囊(金奥力牌)	￥138.00
复方玄驹胶囊	￥138.00
屈螺酮炔雌醇片 优思明 避孕药	￥138.00
来氟米特片(妥抒)	￥138.50
艾兰得牌钙铁锌加维生素C咀嚼片(儿童型)(奈世康)	￥139.00
艾兰得牌钙铁锌加维生素C咀嚼片(儿童型)(奈世康)	￥139.00
